id,item,geo,inception,country,countryLabel,long,lat
110,http://www.wikidata.org/entity/Q1568614,Point(17.568882 59.188354),2005-11-01T00:00:00Z,http://www.wikidata.org/entity/Q34,,17.568882,59.188354
111,http://www.wikidata.org/entity/Q3269933,Point(35.95305634 31.92749977),1999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q810,,35.95305634,31.92749977
112,http://www.wikidata.org/entity/Q2756516,Point(-43.330556 -22.610833),2009-01-18T00:00:00Z,http://www.wikidata.org/entity/Q155,,-43.330556,-22.610833
113,http://www.wikidata.org/entity/Q2576588,Point(26.074956 44.427666),1995-01-01T00:00:00Z,http://www.wikidata.org/entity/Q218,,26.074956,44.427666
114,http://www.wikidata.org/entity/Q1038647,Point(132.484 34.3925),2009-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17,,132.484,34.3925
115,http://www.wikidata.org/entity/Q2042133,Point(46.652805555 41.639361111),2008-01-01T00:00:00Z,http://www.wikidata.org/entity/Q227,,46.652805555,41.639361111
116,http://www.wikidata.org/entity/Q1108329,Point(103.851475 1.354545),1998-01-01T00:00:00Z,http://www.wikidata.org/entity/Q334,,103.851475,1.354545
117,http://www.wikidata.org/entity/Q2063232,Point(110.418402 -7.750508),2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q252,,110.418402,-7.750508
118,http://www.wikidata.org/entity/Q2076694,Point(35.31085 32.866692),2006-01-01T00:00:00Z,http://www.wikidata.org/entity/Q801,,35.31085,32.866692
119,http://www.wikidata.org/entity/Q2408962,Point(100.598611 14.067778),1998-01-01T00:00:00Z,http://www.wikidata.org/entity/Q869,,100.598611,14.067778
120,http://www.wikidata.org/entity/Q2899864,Point(34.966765 32.783356),2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q801,,34.966765,32.783356
121,http://www.wikidata.org/entity/Q3058820,Point(-106.143889 28.712778),2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q96,,-106.143889,28.712778
122,http://www.wikidata.org/entity/Q2205862,Point(9.31205034 55.25119079),2011-01-01T00:00:00Z,http://www.wikidata.org/entity/Q35,,9.31205034,55.25119079
123,http://www.wikidata.org/entity/Q2041782,Point(37.515278 47.120278),2005-01-01T00:00:00Z,http://www.wikidata.org/entity/Q212,,37.515278,47.120278
124,http://www.wikidata.org/entity/Q2697083,Point(-2.986389 43.302778),2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q29,,-2.986389,43.302778
125,http://www.wikidata.org/entity/Q1479839,Point(7.02194 4.825),2001-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1033,,7.02194,4.825
126,http://www.wikidata.org/entity/Q1381223,Point(144.983889 -37.825278),2010-01-01T00:00:00Z,http://www.wikidata.org/entity/Q408,,144.983889,-37.825278
127,http://www.wikidata.org/entity/Q2599712,Point(-55.102228 5.663689),2001-06-30T00:00:00Z,http://www.wikidata.org/entity/Q730,,-55.102228,5.663689
128,http://www.wikidata.org/entity/Q3495654,Point(11.110556 33.491667),2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q948,,11.110556,33.491667
129,http://www.wikidata.org/entity/Q1150956,Point(105.763805555 21.020555555),2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q881,,105.763805555,21.020555555
130,http://www.wikidata.org/entity/Q2117452,Point(44.438984 33.344603),2004-01-01T00:00:00Z,http://www.wikidata.org/entity/Q796,,44.438984,33.344603
131,http://www.wikidata.org/entity/Q3103950,Point(100.200558333 6.450438888),1995-01-01T00:00:00Z,http://www.wikidata.org/entity/Q833,,100.200558333,6.450438888
132,http://www.wikidata.org/entity/Q1540869,Point(100.598611 7.207222),1995-01-01T00:00:00Z,http://www.wikidata.org/entity/Q869,,100.598611,7.207222
133,http://www.wikidata.org/entity/Q3495883,Point(28.667 46.9844),2009-01-01T00:00:00Z,http://www.wikidata.org/entity/Q217,,28.667,46.9844
134,http://www.wikidata.org/entity/Q1849789,Point(34.864433 32.294397),2012-01-01T00:00:00Z,http://www.wikidata.org/entity/Q801,,34.864433,32.294397
135,http://www.wikidata.org/entity/Q1771247,Point(103.096111 14.966667),2011-01-01T00:00:00Z,http://www.wikidata.org/entity/Q869,,103.096111,14.966667
136,http://www.wikidata.org/entity/Q1138684,Point(18.0 59.3725),2012-10-27T00:00:00Z,http://www.wikidata.org/entity/Q34,,18.0,59.3725
137,http://www.wikidata.org/entity/Q1382956,Point(102.703889 18.061944),2009-01-01T00:00:00Z,http://www.wikidata.org/entity/Q819,,102.703889,18.061944
138,http://www.wikidata.org/entity/Q1165409,Point(16.530555555 59.6275),2008-04-27T00:00:00Z,http://www.wikidata.org/entity/Q34,,16.530555555,59.6275
139,http://www.wikidata.org/entity/Q1478891,Point(13.179722222 55.697777777),2008-09-01T00:00:00Z,http://www.wikidata.org/entity/Q34,,13.179722222,55.697777777
140,http://www.wikidata.org/entity/Q1067235,Point(5.893056 51.9625),1996-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55,,5.893056,51.9625
141,http://www.wikidata.org/entity/Q1848655,Point(121.469264 31.184517),2009-09-01T00:00:00Z,http://www.wikidata.org/entity/Q148,,121.469264,31.184517
142,http://www.wikidata.org/entity/Q3495980,Point(-13.626667 9.624167),2011-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1006,,-13.626667,9.624167
143,http://www.wikidata.org/entity/Q2691028,Point(110.806389 -7.555556),1998-01-01T00:00:00Z,http://www.wikidata.org/entity/Q252,,110.806389,-7.555556
144,http://www.wikidata.org/entity/Q1579227,Point(-9.540424 30.427214),2013-10-11T00:00:00Z,http://www.wikidata.org/entity/Q1028,,-9.540424,30.427214
145,http://www.wikidata.org/entity/Q2385498,Point(28.611389 -12.975),2010-01-01T00:00:00Z,http://www.wikidata.org/entity/Q953,,28.611389,-12.975
146,http://www.wikidata.org/entity/Q2701834,Point(18.08527778 59.29138889),2013-01-01T00:00:00Z,http://www.wikidata.org/entity/Q34,,18.08527778,59.29138889
147,http://www.wikidata.org/entity/Q1032105,Point(-8.593611 40.6475),2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45,,-8.593611,40.6475
148,http://www.wikidata.org/entity/Q1072722,Point(113.114296 22.969828),2006-01-01T00:00:00Z,http://www.wikidata.org/entity/Q148,,113.114296,22.969828
